Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Silver Surfer","Iron Man Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106222701/silver-surfer,2.5,-1,Sport,5.10a/b,1,55,36.15189,-115.4321
"Ferrous Wheel","Iron Man Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106302420/ferrous-wheel,1.8,-1,Sport,5.10d,1,45,36.15189,-115.4321
"Iron Maiden","Iron Man Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106222692/iron-maiden,2.9,-1,Sport,5.11-,1,70,36.15189,-115.4321
Oxosis,"Iron Man Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106510205/oxosis,2.3,-1,Sport,5.11c/d,1,45,36.15189,-115.4321
Winger,"Viagra Tower > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106684613/winger,1.9,-1,"Trad, TR",5.6,1,40,36.14586,-115.42837
ZigZag,"Viagra Tower > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106686145/zigzag,1.7,-1,TR,5.6,1,40,36.14586,-115.42837
Woofers,"Viagra Tower > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106416534/woofers,2.1,-1,"Trad, TR",5.8,1,40,36.14586,-115.42837
"The Shaft","Viagra Tower > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106684601/the-shaft,1.9,-1,TR,5.8,1,60,36.14586,-115.42837
"Super Tsardom","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545760/super-tsardom,1.9,-1,Sport,5.4,1,60,36.14543,-115.42639
"East India Trading Co.","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545737/east-india-trading-co,1.8,-1,Sport,5.6,1,50,36.14543,-115.42639
"The Hot Gates","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113887730/the-hot-gates,2.0,-1,TR,5.6,1,25,36.14543,-115.42639
"Silk Road","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121951230/silk-road,2.5,-1,Sport,5.6,1,90,36.14543,-115.42639
"Slava Ukraini!","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122372409/slava-ukraini,2.7,-1,Sport,5.6,1,85,36.14543,-115.42639
"The Sun Never Sets","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106718682/the-sun-never-sets,2.1,-1,Sport,5.7,1,55,36.14543,-115.42639
"The Three Kingdoms","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545754/the-three-kingdoms,2.1,-1,Sport,5.7,1,70,36.14543,-115.42639
"Five Charter Oath","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545907/five-charter-oath,2.3,-1,Sport,5.8-,1,55,36.14543,-115.42639
"Sultans and Viziers","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545922/sultans-and-viziers,2.3,-1,Sport,5.8,1,55,36.14543,-115.42639
"Babylon 5.8","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106757206/babylon-58,1.9,-1,Sport,5.8,1,40,36.14543,-115.42639
"This is Sparta","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106757203/this-is-sparta,2.0,-1,Sport,5.9,1,60,36.14543,-115.42639
"Ming Dynasty","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106686441/ming-dynasty,2.5,-1,Sport,5.9+,1,40,36.14543,-115.42639
"Manifest Destiny","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106718688/manifest-destiny,3.0,-1,Sport,5.9+,1,70,36.14543,-115.42639
"Umayyad Caliphate","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545942/umayyad-caliphate,2.6,-1,Sport,5.9+,1,60,36.14543,-115.42639
"Mongol Hoarde","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106686396/mongol-hoarde,2.8,-1,Sport,5.10a,1,40,36.14543,-115.42639
Byzantium,"Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106686416/byzantium,2.4,-1,Sport,5.10b,1,45,36.14543,-115.42639
"The Fall of Rome","Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106718692/the-fall-of-rome,2.6,-1,Sport,5.10b,1,70,36.14543,-115.42639
Conquistador,"Civilization Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106757210/conquistador,3.0,-1,Sport,5.10d,1,35,36.14543,-115.42639
"Blank Czech","Meat Puppets Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116759863/blank-czech,1.0,-1,Sport,5.11c,1,35,36.14749,-115.42804
Hodad,"Meat Puppets Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116759877/hodad,3.1,-1,Sport,5.12a,1,40,36.14749,-115.42804
"Green Eagle","Meat Puppets Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116759913/green-eagle,3.0,-1,Sport,5.12a,1,35,36.14749,-115.42804
"The Max Flex","Meat Puppets Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107028821/the-max-flex,2.0,-1,Sport,5.12a,1,60,36.14749,-115.42804
"Quiet on the Set","Universal City > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107527227/quiet-on-the-set,2.0,-1,Sport,5.10c,1,50,36.14677,-115.42749
"Prime Ticket","Universal City > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107527302/prime-ticket,2.9,-1,Sport,5.11b,1,50,36.14677,-115.42749
"Cameo Appearance","Universal City > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107527334/cameo-appearance,2.9,-1,Sport,5.11d,1,50,36.14677,-115.42749
"Star Search","Universal City > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107532118/star-search,2.7,-1,Sport,5.11d,1,50,36.14677,-115.42749
"Slab One","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110182166/slab-one,2.0,-1,Sport,5.5,1,60,36.14878,-115.43033
"Slab Line","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110182185/slab-line,2.2,-1,Sport,5.5,1,60,36.14878,-115.43033
"To Slab or Not","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110182204/to-slab-or-not,2.0,-1,Sport,5.5,1,60,36.14878,-115.43033
Slab-A-Dab-A-Doo,"The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110182157/slab-a-dab-a-doo,2.0,-1,Sport,5.6,1,60,36.14878,-115.43033
"A Little  Slab'll Do Ya","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111803987/a-little-slabll-do-ya,2.0,-1,Sport,5.6,1,50,36.14878,-115.43033
Slabulous,"The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110182112/slabulous,1.8,-1,Sport,5.7,1,60,36.14878,-115.43033
"Slab Stick","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111334191/slab-stick,2.0,-1,Sport,5.7,1,50,36.14878,-115.43033
"Slab Happy","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111334206/slab-happy,2.1,-1,Sport,5.7,1,50,36.14878,-115.43033
"Chuckwalla Slab","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114058293/chuckwalla-slab,1.9,-1,Sport,"5.7 PG13",1,50,36.14878,-115.43033
Slabby,"The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114058257/slabby,2.1,-1,Sport,"5.7+ PG13",1,50,36.14878,-115.43033
"Smear Campaign","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107910085/smear-campaign,2.3,-1,Sport,5.8,1,80,36.14878,-115.43033
"Crab On A Slab","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111803892/crab-on-a-slab,2.3,-1,Sport,5.8,1,50,36.14878,-115.43033
Slabracadabra,"The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111851366/slabracadabra,2.3,-1,Sport,"5.8 PG13",1,50,36.14878,-115.43033
"Streak on the Slab","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110182328/streak-on-the-slab,2.5,-1,Sport,5.10a,1,50,36.14878,-115.43033
"Slabbing It","The Slab > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114060187/slabbing-it,2.4,-1,Sport,"5.10a PG13",1,50,36.14878,-115.43033
"Four Routes Right of J-Wall","The J Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114806680/four-routes-right-of-j-wall,2.0,-1,TR,5.7,1,70,36.15031,-115.43086
"Mind if I do a J?","The J Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107959357/mind-if-i-do-a-j,2.7,-1,Sport,5.10b,1,55,36.15031,-115.43086
"Killer Joe","The J Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107959348/killer-joe,2.5,-1,Sport,5.10d,1,50,36.15031,-115.43086
"Killer Joe Direct","The J Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120325122/killer-joe-direct,2.8,-1,Sport,5.12-,1,50,36.15031,-115.43086
"Power Tower","Amusement Park > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563772/power-tower,1.9,-1,Sport,5.7,1,35,36.14941,-115.43047
"Bumper Cars","Amusement Park > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563786/bumper-cars,2.0,-1,Sport,5.7,1,35,36.14941,-115.43047
"Demon Drop","Amusement Park > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563796/demon-drop,2.0,-1,Sport,5.7,1,35,36.14941,-115.43047
"Haunted House","Amusement Park > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563805/haunted-house,2.2,-1,Sport,5.7,1,35,36.14941,-115.43047
"Cotton Candy","Amusement Park > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563811/cotton-candy,1.9,-1,TR,5.7,1,35,36.14941,-115.43047
"Log Flume","Amusement Park > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563816/log-flume,1.9,-1,Sport,5.7,1,35,36.14941,-115.43047
"Tea Cups","Amusement Park > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563825/tea-cups,1.9,-1,Sport,5.7,1,35,36.14941,-115.43047
Tilt-A-Whirl,"Amusement Park > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563886/tilt-a-whirl,2.0,-1,TR,5.7,1,35,36.14941,-115.43047
"Roller Coaster","Amusement Park > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108563892/roller-coaster,1.9,-1,Sport,5.7,1,35,36.14941,-115.43047
"Walk The Plank","The Shipwreck > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108704235/walk-the-plank,2.2,-1,"Trad, Sport",5.8,1,50,36.14789,-115.42971
"Burial At Sea","The Shipwreck > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108704243/burial-at-sea,2.1,-1,Sport,5.10a,1,45,36.14789,-115.42971
"All American Breakfast","Scramblers Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111857537/all-american-breakfast,1.0,-1,"Trad, TR",5.5,1,-85,36.14976,-115.43132
"Side of Hashbrowns","Scramblers Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111857549/side-of-hashbrowns,1.0,-1,"Trad, TR",5.6,1,-90,36.14976,-115.43132
"Side of Mixed Fruit","Scramblers Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111857671/side-of-mixed-fruit,1.0,-1,"Trad, TR",5.6,1,-90,36.14976,-115.43132
"Lil's Juicy Juice","Jessica's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868505/lils-juicy-juice,2.1,-1,Sport,5.8,1,30,36.14467,-115.42562
"Here Comes the Sun","Jessica's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868514/here-comes-the-sun,2.5,-1,Sport,5.9,1,35,36.14467,-115.42562
"Big Head","Jessica's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868526/big-head,2.5,-1,Sport,5.10a,1,30,36.14467,-115.42562
"Flying Trapeze","Jessica's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868545/flying-trapeze,1.9,-1,Sport,5.10a,1,30,36.14467,-115.42562
"Angel Tears Falling from Heaven and Splashing in my Eye","Jessica's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868537/angel-tears-falling-from-heaven-and-splashing-in-my-eye,2.5,-1,Sport,5.10c,1,30,36.14467,-115.42562
"Over my Depth","The Chasm > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868574/over-my-depth,1.8,-1,Sport,5.9,1,45,36.14524,-115.42518
"Into the Light","The Chasm > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868563/into-the-light,2.5,-1,Sport,5.10,1,60,36.14524,-115.42518
Climhazzard,"The Chasm > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868570/climhazzard,3.0,-1,Sport,5.11b,1,50,36.14524,-115.42518
"Virgil and Beatrice","Dante's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868751/virgil-and-beatrice,2.5,-1,Sport,5.9,1,50,36.14497,-115.42471
"Three Mouths, Three Faces","Dante's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868720/three-mouths-three-faces,2.4,-1,Sport,5.10a,1,55,36.14497,-115.42471
"Divine Comedy","Dante's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868733/divine-comedy,3.3,-1,Sport,5.10a,1,65,36.14497,-115.42471
"The Right Road Lost","Dante's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868754/the-right-road-lost,2.6,-1,Sport,5.10a,1,50,36.14497,-115.42471
"One Hundred Cantos","Dante's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868730/one-hundred-cantos,2.6,-1,Sport,5.10b,1,35,36.14497,-115.42471
"Celestial Spheres","Dante's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868739/celestial-spheres,2.6,-1,Sport,5.10b,1,65,36.14497,-115.42471
Dis,"Dante's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868708/dis,2.1,-1,Sport,5.10,1,35,36.14497,-115.42471
"Virtuous Pagans","Dante's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868744/virtuous-pagans,2.8,-1,Sport,5.10c,1,70,36.14497,-115.42471
Inferno,"Dante's Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868711/inferno,2.6,-1,Sport,5.12a,1,25,36.14497,-115.42471
Casper,"Ghost Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109884760/casper,2.0,-1,Sport,5.10b/c,1,45,36.14462,-115.42503
Haunted,"Ghost Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109884770/haunted,1.5,-1,Sport,5.10+,1,45,36.14462,-115.42503
Poltergeist,"Ghost Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109884779/poltergeist,3.1,-1,Sport,5.11c,1,50,36.14462,-115.42503
"The Bobby","Velvet Elvis and The Climb Bomb > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111443438/the-bobby,2.5,-1,Sport,5.11b,1,40,36.14661,-115.42677
"Purple Suede","Velvet Elvis and The Climb Bomb > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111443442/purple-suede,2.0,-1,Sport,5.11b,1,40,36.14661,-115.42677
